Id,Probability
307,0.3817816
308,0.26549625
309,0.010595488
310,0.44049487
311,0.015399415
312,0.24394004
313,0.033610478
314,0.041530788
315,0.08796114
316,0.23160763
317,0.0067519923
318,0.012978448
319,0.081726715
320,0.075353295
321,0.010624937
322,0.00992541
323,0.00949736
324,0.08698315
325,0.0085128965
326,0.014791257
327,0.007971974
328,0.013548262
329,0.0067508537
330,0.013373978
331,0.01345325
332,0.012054478
333,0.024160698
334,0.043072697
335,0.048194196
336,0.0138028
337,0.20491923
338,0.029587211
339,0.012586632
340,0.0058087525
341,0.014952304
342,0.01298713
343,0.03149047
344,0.019615933
345,0.019628165
346,0.35678405
347,0.0610372
348,0.014387832
349,0.008022138
350,0.08118464
351,0.039538063
352,0.0058973716
353,0.093214326
354,0.010712585
355,0.0075802105
356,0.6209857
357,0.0065764873
358,0.033398937
359,0.2244252
360,0.024208082
361,0.009608186
362,0.0065689716
363,0.013495025
364,0.18529159
365,0.118518144
366,0.036885004
367,0.05590176
368,0.010761024
369,0.28934458
370,0.009821515
371,0.08412974
372,0.009577349
373,0.0101047
374,0.010024534
375,0.0066058263
376,0.021204997
377,0.006683664
378,0.014524388
379,0.013452491
380,0.0099774925
381,0.018263953
382,0.033674773
383,0.09695362
384,0.0066819647
385,0.0061188275
386,0.0058087525
387,0.011994369
388,0.023273218
389,0.011886044
390,0.0067295358
391,0.008392068
392,0.013730859
393,0.09261533
394,0.0075992174
395,0.0058973716
396,0.0630846
397,0.11154252
398,0.017749496
399,0.02320799
400,0.007824588
401,0.0061470144
402,0.013708697
403,0.0052374676
404,0.7163245
405,0.6189604
406,0.016974851
407,0.049382187
408,0.015423697
409,0.016931525
410,0.023916231
411,0.03759141
412,0.10157132
413,0.010480583
414,0.007942535
415,0.2641418
416,0.08771078
417,0.041643158
418,0.008600861
419,0.015830096
420,0.010040793
421,0.008489256
422,0.036099765
423,0.0053463792
424,0.007755236
425,0.009721868
426,0.021648536
427,0.015682798
428,0.0803082
429,0.010947298
430,0.28106838
431,0.00635203
432,0.010705281
433,0.013589538
434,0.02501336
435,0.026222285
436,0.060906257
437,0.10065917
438,0.00833594
439,0.03102016
440,0.013171454
441,0.033877965
442,0.042075053
443,0.007263404
444,0.044935778
445,0.3121096
446,0.008448158
447,0.09022144
448,0.03386718
449,0.007749154
450,0.022886332
451,0.006252955
452,0.093446724
453,0.017257635
454,0.06295884
455,0.02873533
456,0.056395594
457,0.011011887
458,0.07605438
459,0.009512619
460,0.017847527
461,0.058925238
462,0.009131866
463,0.051489517
464,0.03648485
465,0.0062362277
466,0.008702754
467,0.011545823
468,0.007216891
469,0.18610857
470,0.0041414956
471,0.01029826
472,0.3464929
473,0.051186655
474,0.014881213
475,0.010375753
476,0.006982398
477,0.01213372
478,0.033636577
479,0.011227603
480,0.053406436
481,0.0047150655
482,0.030944144
483,0.053834632
484,0.004792428
485,0.23778985
486,0.023400549
487,0.05354308
488,0.09201979
489,0.02916994
490,0.009190311
491,0.021184713
492,0.33217463
493,0.015946861
494,0.2287051
495,0.016302463
496,0.013971409
497,0.013408004
498,0.09316016
499,0.008964308
500,0.012107314
501,0.009454068
502,0.029634222
503,0.013566423
504,0.007907916
505,0.18948555
506,0.054710895
507,0.0061731036
508,0.0061356085
509,0.012055068
510,0.013888912
511,0.2378362
512,0.042654753
513,0.02215795
514,0.015905362
515,0.27477628
516,0.0081831245
517,0.0114856055
518,0.006444404
519,0.011251412
520,0.0058860607
521,0.010229939
522,0.09878022
523,0.04712778
524,0.054458648
525,0.46737203
526,0.106443554
527,0.009285745
528,0.10908758
529,0.01742703
530,0.007442245
531,0.0061049475
532,0.010816586
533,0.0044572493
534,0.011749084
535,0.005852848
536,0.009251202
537,0.063604414
538,0.01974913
539,0.0063436357
540,0.016384633
541,0.022152247
542,0.04877119
543,0.09746503
544,0.014436179
545,0.0073632635
546,0.03692792
547,0.0049641645
548,0.0053636087
549,0.15984768
550,0.29296273
551,0.1305482
552,0.010161463
553,0.008630394
554,0.11153203
555,0.0146229165
556,0.021879273
557,0.020257885
558,0.08360703
559,0.04585994
560,0.004055767
561,0.009519977
562,0.0804576
563,0.035914805
564,0.09594205
565,0.009470345
566,0.006567098
567,0.02597155
568,0.3019475
569,0.03707079
570,0.1241756
571,0.022732079
572,0.0121673215
573,0.06715438
574,0.055791054
575,0.007724683
576,0.034012645
577,0.009140715
578,0.10616999
579,0.0059785927
580,0.00920981
581,0.013432437
582,0.007849889
583,0.01883369
584,0.044229813
585,0.010437701
586,0.010579054
587,0.06818155
588,0.017031286
589,0.01364983
590,0.1322853
591,0.010126291
592,0.019678153
593,0.01442463
594,0.18332684
595,0.018627431
596,0.018422917
597,0.020519981
598,0.027952781
599,0.008154494
600,0.009956732
601,0.044404108
602,0.011106019
603,0.011264501
604,0.09043632
605,0.008930377
606,0.062496588
607,0.020689547
608,0.30347815
609,0.025612723
610,0.050711814
611,0.006939062
612,0.0072444417
613,0.026626999
614,0.017803656
615,0.0068476223
616,0.07492042
617,0.010538554
618,0.012601545
619,0.021209665
620,0.007724683
621,0.029983565
622,0.020720016
623,0.031308837
624,0.06471349
625,0.63007206
626,0.120541856
627,0.012575833
628,0.009180108
629,0.15871312
630,0.008012005
631,0.022771053
632,0.0057118265
633,0.035295695
634,0.085215226
635,0.0049285125
636,0.010205629
637,0.020147799
638,0.07700936
639,0.0062211924
640,0.009169315
641,0.29495338
642,0.10210678
643,0.57129896
644,0.08017173
645,0.24054314
646,0.009998979
647,0.09799666
648,0.007618726
649,0.014138124
650,0.27288923
651,0.014419506
652,0.04574243
653,0.48456103
654,0.011016973
655,0.022738844
656,0.011717595
657,0.009163355
658,0.0712426
659,0.12641484
660,0.035584107
661,0.13097954
662,0.14810339
663,0.12045332
664,0.47007287
665,0.004932616
666,0.015588337
667,0.07958322
668,0.4337514
669,0.030978233
670,0.008206161
671,0.08020426
672,0.026978679
673,0.005926356
674,0.4034763
675,0.16060957
676,0.023554035
677,0.027308054
678,0.03917473
679,0.16842762
680,0.05973824
681,0.010834289
682,0.038406625
683,0.011858864
684,0.088657916
685,0.0059812767
686,0.007238867
687,0.007674073
688,0.09893377
689,0.02075916
690,0.054498892
691,0.45921737
692,0.029805569
693,0.03520651
694,0.027524477
695,0.015366993
696,0.0063222805
697,0.034925397
698,0.18535471
699,0.013834473
700,0.007931684
701,0.23281832
702,0.069463514
703,0.52487516
704,0.015788147
705,0.010049465
706,0.031244785
707,0.012442076
708,0.0138880955
709,0.008206161
710,0.047427133
711,0.14549218
712,0.012597547
713,0.009077048
714,0.014389489
715,0.33535123
716,0.0076604644
717,0.038206097
718,0.022987578
719,0.0050060237
720,0.00635203
721,0.012946679
722,0.058470536
723,0.010385658
724,0.22449823
725,0.03221122
726,0.013347698
727,0.03859265
728,0.046603005
729,0.5222101
730,0.015710307
731,0.03521385
732,0.005187803
733,0.013331663
734,0.072830416
735,0.025877753
736,0.046808023
737,0.09022013
738,0.013098421
739,0.00771012
740,0.0144746825
741,0.011543222
742,0.046206895
743,0.022545604
744,0.012992259
745,0.050997734
746,0.008284308
747,0.029340422
748,0.027356137
749,0.05607157
750,0.2210209
751,0.00770391
752,0.013498759
753,0.0049285125
754,0.019008307
755,0.010514308
756,0.032517023
757,0.015242307
758,0.007979848
759,0.010495314
760,0.008086705
761,0.04561809
762,0.071371496
763,0.007507863
764,0.015909676
765,0.06789481
766,0.0076604644
767,0.04594873
768,0.016023139
769,0.09998545
770,0.008728642
771,0.15245476
772,0.0670294
773,0.0096092615
774,0.022898288
775,0.011577772
776,0.09568748
777,0.009826436
778,0.014766561
779,0.29697028
780,0.064139284
781,0.029632088
782,0.012076105
783,0.056188244
784,0.020880112
785,0.07133077
786,0.05424027
787,0.02724087
788,0.08369569
789,0.13448556
790,0.01957989
791,0.3569601
792,0.09853445
793,0.018637005
794,0.28686294
795,0.0069874153
796,0.092781715
797,0.013707994
798,0.25280753
799,0.017978406
800,0.010855722
801,0.00978097
802,0.057435825
803,0.010426954
804,0.24306196
805,0.01717539
806,0.006205864
807,0.08458714
808,0.03479454
809,0.040257763
810,0.091590255
811,0.039176434
812,0.020624291
813,0.011808245
814,0.11052984
815,0.03461472
816,0.0065899496
817,0.017267415
818,0.006692305
819,0.052755333
820,0.0137092
821,0.2151126
822,0.008602244
823,0.013143734
824,0.010495314
825,0.018683542
826,0.03244528
827,0.020287495
828,0.012681316
829,0.0121880695
830,0.09452918
831,0.01424182
832,0.08743668
833,0.00758048
834,0.06178179
835,0.016825033
836,0.1455958
837,0.012255247
838,0.07239163
839,0.39809752
840,0.14827333
841,0.031459145
842,0.13270378
843,0.053705513
844,0.7027098
845,0.6721763
846,0.012213804
847,0.0069510397
848,0.14593488
849,0.019640787
850,0.034973178
851,0.010762816
852,0.07555206
853,0.013533098
854,0.0055984557
855,0.029094603
856,0.024868893
857,0.034938987
858,0.0041414956
859,0.047655314
860,0.25934178
861,0.0047288225
862,0.008850956
863,0.014108306
864,0.015403386
865,0.0074618086
866,0.0065068617
867,0.056617156
868,0.03658011
869,0.006339955
870,0.010913687
871,0.035111696
872,0.0062362277
873,0.0065899496
874,0.0070570423
875,0.027676107
876,0.010670512
877,0.020564027
878,0.00625615
879,0.02035027
880,0.013429437
881,0.07573469
882,0.0957555
883,0.03285242
884,0.004268226
885,0.013484973
886,0.074704625
887,0.4477577
888,0.026211182
889,0.040680215
890,0.008878376
891,0.008850956
892,0.44331327
893,0.6444695
894,0.018893087
895,0.019098382
896,0.010024534
897,0.0058973716
898,0.01377913
899,0.0068591735
900,0.029427523
901,0.042177983
902,0.011013171
903,0.007272837
904,0.007378677
905,0.012385062
906,0.091305725
907,0.12453823
908,0.07291905
909,0.016069327
910,0.023059318
911,0.053071648
912,0.0053636087
913,0.012397217
914,0.044741258
915,0.010545782
916,0.025014162
917,0.008335999
918,0.021622987
919,0.02361768
920,0.045216765
921,0.08039883
922,0.11634574
923,0.028840272
924,0.009437003
925,0.050963506
926,0.05293747
927,0.017954301
928,0.042956002
929,0.22753136
930,0.3328027
931,0.012961025
932,0.018476835
933,0.015028838
934,0.004567831
935,0.0049285125
936,0.012649891
937,0.015973078
938,0.02941274
939,0.0067997794
940,0.077245854
941,0.0049285125
942,0.049237516
943,0.21487707
944,0.013527261
945,0.011134906
946,0.04796
947,0.013387703
948,0.012447684
949,0.009485924
950,0.004268226
951,0.12103077
952,0.061291862
953,0.0041414956
954,0.15104803
955,0.04467677
956,0.013778929
957,0.022471273
958,0.01288853
959,0.008395528
960,0.008658933
961,0.013221061
962,0.007749154
963,0.014115364
964,0.021695426
965,0.040140677
966,0.045430183
967,0.031479683
968,0.26431346
969,0.15364812
970,0.00787898
971,0.34302977
972,0.010874965
973,0.08041034
974,0.0075611873
975,0.012906597
976,0.07016108
977,0.027636897
978,0.056460954
979,0.4676206
980,0.007025713
981,0.007365623
982,0.012168864
983,0.006540585
984,0.024882386
985,0.29287937
986,0.0073837223
987,0.0116700865
988,0.013682269
989,0.011710529
990,0.02121494
991,0.0055705695
992,0.008590113
993,0.039208855
994,0.007341433
995,0.3207508
996,0.008287819
997,0.017902995
998,0.012540433
999,0.01137257
1000,0.0049285125
1001,0.048834037
1002,0.017817695
1003,0.016582895
1004,0.049380403
1005,0.013877859
1006,0.040460385
1007,0.009168726
1008,0.017388532
1009,0.008385678
1010,0.009678714
1011,0.010734474
1012,0.01862014
1013,0.07601778
1014,0.010126167
1015,0.18751949
1016,0.0059252023
1017,0.33925363
1018,0.024924494
1019,0.0041414956
1020,0.017541183
1021,0.039338034
1022,0.012568268
1023,0.19665413
1024,0.011488351
1025,0.008496255
1026,0.020088395
1027,0.013153913
1028,0.0060435995
1029,0.008632495
1030,0.009661539
1031,0.020252816
1032,0.008441052
1033,0.023626855
1034,0.0061479495
1035,0.014736048
1036,0.008952365
1037,0.0063599534
1038,0.010203755
1039,0.005933504
1040,0.08612449
1041,0.34827328
1042,0.012577716
1043,0.037300397
1044,0.017624918
1045,0.011543384
1046,0.010453133
1047,0.020195412
1048,0.014588328
1049,0.009826436
1050,0.012538112
1051,0.048403103
1052,0.17076406
1053,0.007724683
1054,0.072278276
1055,0.0041414956
1056,0.0058721905
1057,0.015664142
1058,0.06920504
1059,0.046922185
1060,0.07821997
1061,0.041611873
1062,0.012030985
1063,0.015692363
1064,0.10003844
1065,0.03209713
1066,0.02813888
1067,0.0058208783
1068,0.011325062
1069,0.010582464
1070,0.012032378
1071,0.061335687
1072,0.35374933
1073,0.012066153
1074,0.025525112
1075,0.084736645
1076,0.029546034
1077,0.00941178
1078,0.13240674
1079,0.04175038
1080,0.03209713
1081,0.095548995
1082,0.021329317
1083,0.055277627
1084,0.027320262
1085,0.009393522
1086,0.024892142
1087,0.08819789
1088,0.29629487
1089,0.010162182
1090,0.0090861665
1091,0.006424473
1092,0.07443842
1093,0.011009816
1094,0.14474995
1095,0.071486205
1096,0.029281015
1097,0.08777231
1098,0.098729126
1099,0.038172644
1100,0.01463584
1101,0.0096092615
1102,0.032484762
1103,0.006225445
1104,0.026287112
1105,0.03725883
1106,0.01395781
1107,0.12985133
1108,0.08474275
1109,0.012299639
1110,0.014787214
1111,0.011934332
1112,0.011811773
1113,0.023232108
1114,0.011562547
1115,0.016050754
1116,0.092170455
1117,0.2158841
1118,0.013361143
1119,0.02028163
1120,0.040974822
1121,0.006894814
1122,0.016250584
1123,0.1147407
1124,0.0216294
1125,0.0853339
1126,0.012220404
1127,0.29999492
1128,0.021830538
1129,0.017302033
1130,0.010672375
1131,0.52487516
1132,0.018876769
1133,0.07946542
1134,0.20746988
1135,0.0419361
1136,0.006784606
1137,0.012130279
1138,0.021468673
1139,0.012993501
1140,0.010545782
1141,0.0103344275
1142,0.15038449
1143,0.3184215
1144,0.04793489
1145,0.023593977
1146,0.08990638
1147,0.0178338
1148,0.032408513
1149,0.012359332
1150,0.019469514
1151,0.09512576
1152,0.0058059385
1153,0.014103067
1154,0.17956285
1155,0.013083475
1156,0.495409
1157,0.56107986
1158,0.058836892
1159,0.008667972
1160,0.26099545
1161,0.05152036
1162,0.030349115
1163,0.030528307
1164,0.059470285
1165,0.021815782
1166,0.3817816
1167,0.009045313
1168,0.02453007
1169,0.018621152
1170,0.40446874
1171,0.016552828
1172,0.025345966
1173,0.011802638
1174,0.047170997
1175,0.39430854
1176,0.52634925
1177,0.1844962
1178,0.018363487
1179,0.11495023
1180,0.55097026
1181,0.033455048
1182,0.056438096
1183,0.21291043
1184,0.025243234
1185,0.112020314
1186,0.08355378
1187,0.5895695
1188,0.06863802
1189,0.0057264143
1190,0.40475675
1191,0.0065616625
1192,0.5972511
1193,0.027948659
1194,0.096019484
1195,0.0073836274
1196,0.007724683
1197,0.009583574
1198,0.07824449
1199,0.046550505
1200,0.037555996
1201,0.006692305
1202,0.0065673874
1203,0.005325101
1204,0.014175431
1205,0.010363065
1206,0.5008589
1207,0.03849572
1208,0.09080845
1209,0.014391627
1210,0.07618376
1211,0.08284768
1212,0.005666471
1213,0.0055595255
1214,0.65300024
1215,0.011526182
1216,0.04904572
1217,0.0058994354
1218,0.07346278
1219,0.016224585
1220,0.04070178
1221,0.062007092
1222,0.08633694
1223,0.010096538
1224,0.07327284
1225,0.010764772
1226,0.006524613
1227,0.05776293
1228,0.38311192
1229,0.57755476
1230,0.01537063
1231,0.11220981
1232,0.015954398
1233,0.69809073
1234,0.75842255
1235,0.0077126673
1236,0.06143937
1237,0.3997251
1238,0.06095314
1239,0.01529756
1240,0.0049285125
1241,0.033048823
1242,0.011836092
1243,0.025533006
1244,0.051692896
1245,0.11613368
1246,0.02394966
1247,0.005755014
1248,0.08022637
1249,0.009965677
1250,0.13446969
1251,0.069491655
1252,0.005768368
1253,0.1101305
1254,0.03947885
1255,0.052251536
1256,0.025521204
1257,0.012999292
1258,0.007382726
1259,0.19393371
1260,0.017120458
1261,0.08690858
1262,0.07163925
1263,0.017821426
1264,0.0065666656
1265,0.033724897
1266,0.055638343
1267,0.07145501
1268,0.026211767
1269,0.03967306
1270,0.00770391
1271,0.20333338
1272,0.10687349
1273,0.08146966
1274,0.1329927
1275,0.526431
1276,0.024556948
1277,0.27049595
1278,0.018658128
1279,0.008078081
1280,0.23371653
1281,0.009387144
1282,0.04740793
1283,0.053953037
1284,0.00896802
1285,0.008611777
1286,0.016936073
1287,0.10238345
1288,0.013493489
1289,0.041072443
1290,0.01774721
1291,0.113795295
1292,0.03845658
1293,0.5755959
1294,0.03246026
1295,0.008304606
1296,0.028099623
1297,0.006911633
1298,0.0058087525
1299,0.09640282
1300,0.015493512
1301,0.021013977
1302,0.110620625
1303,0.07081587
1304,0.007698586
1305,0.0061138305
1306,0.07914019
1307,0.0068205204
1308,0.024159746
1309,0.08072634
1310,0.005287801
1311,0.011524134
1312,0.09642954
1313,0.016533727
1314,0.03912999
1315,0.016940108
1316,0.51759833
1317,0.010999743
1318,0.008346057
1319,0.011115333
1320,0.0046017026
1321,0.037301056
1322,0.06614953
1323,0.03790883
1324,0.052926484
1325,0.011091924
1326,0.028573288
1327,0.03994191
1328,0.12473829
1329,0.02412006
1330,0.03641953
1331,0.0061932923
1332,0.03415704
1333,0.016962634
1334,0.07531252
1335,0.066306725
1336,0.010197391
1337,0.043943565
1338,0.16454294
1339,0.041673396
1340,0.013516054
1341,0.016785128
1342,0.008422295
1343,0.014568833
1344,0.012515244
1345,0.012074148
1346,0.07063397
1347,0.08596742
1348,0.24096219
1349,0.012518221
1350,0.037787084
1351,0.04414067
1352,0.009308127
1353,0.009135257
1354,0.025290063
1355,0.014289078
1356,0.05564767
1357,0.010715457
1358,0.025654832
1359,0.0073269634
1360,0.20444661
1361,0.0071503674
1362,0.0074835056
1363,0.019100118
1364,0.06534174
1365,0.008296423
1366,0.008061153
1367,0.16368869
1368,0.5892968
1369,0.0074949046
1370,0.11377694
1371,0.012838155
1372,0.012596059
1373,0.054755315
1374,0.08180184
1375,0.019537764
1376,0.37420982
1377,0.010883047
1378,0.011850573
1379,0.0049285125
1380,0.09729433
1381,0.08460993
1382,0.028130261
1383,0.006445849
1384,0.008479617
1385,0.0074964375
1386,0.03331732
1387,0.07541087
1388,0.05128255
1389,0.03280109
1390,0.016697468
1391,0.013275617
1392,0.03959128
1393,0.1367402
1394,0.054032307
1395,0.03939942
1396,0.03457057
1397,0.014518944
1398,0.14433035
1399,0.067118436
1400,0.011741363
1401,0.010982343
1402,0.012717432
1403,0.0683103
1404,0.0121866055
1405,0.011084144
1406,0.052790876
1407,0.030360138
1408,0.018844923
1409,0.011611987
1410,0.011276637
1411,0.009214623
1412,0.01298713
1413,0.015584664
1414,0.0099500595
1415,0.014500042
1416,0.038053434
1417,0.0076083457
1418,0.51416534
1419,0.02277956
1420,0.0313051
1421,0.090079084
1422,0.006144772
1423,0.051760938
1424,0.0066997427
1425,0.009463164
1426,0.013070238
1427,0.015593848
1428,0.033679586
1429,0.018453682
1430,0.14648876
1431,0.010468172
1432,0.019038709
1433,0.0068700705
1434,0.01051653
1435,0.46250495
1436,0.016131124
1437,0.008630194
1438,0.014610123
1439,0.450833
1440,0.010046538
1441,0.010652932
1442,0.0041414956
1443,0.012111465
1444,0.0063849105
1445,0.3395561
1446,0.08615664
1447,0.013131791
1448,0.008563746
1449,0.005310195
1450,0.13337907
1451,0.012425066
1452,0.01002708
1453,0.009939895
1454,0.034994137
1455,0.24251568
1456,0.021382777
1457,0.0083080195
1458,0.008791641
1459,0.027301127
1460,0.015716229
1461,0.013153913
1462,0.14675315
1463,0.006252955
1464,0.010522675
1465,0.015771765
1466,0.065170065
1467,0.0060435995
1468,0.1257209
1469,0.008422295
1470,0.13059834
1471,0.029542679
1472,0.012352588
1473,0.024076287
1474,0.33403298
1475,0.13475744
1476,0.037333313
1477,0.007240311
1478,0.089253224
1479,0.013130975
1480,0.009088897
1481,0.05797003
1482,0.0064566615
1483,0.010343293
1484,0.32342312
1485,0.5145612
1486,0.03921886
1487,0.015046566
1488,0.05777382
1489,0.018103514
1490,0.040311113
1491,0.05144117
1492,0.01039105
1493,0.05514534
1494,0.17853546
1495,0.0128673995
1496,0.008791641
1497,0.09651311
1498,0.0150369005
1499,0.012267161
1500,0.14694987
1501,0.03578409
1502,0.095419556
1503,0.0866445
1504,0.0060352325
1505,0.078330904
1506,0.023124678
1507,0.040096313
1508,0.016527293
1509,0.020528954
1510,0.005756804
1511,0.015168499
1512,0.01189488
1513,0.01469333
1514,0.011392102
1515,0.00895843
1516,0.16899188
1517,0.17218822
1518,0.014584476
1519,0.020973433
1520,0.052801546
1521,0.03798859
1522,0.02235625
1523,0.0061932923
1524,0.044592444
1525,0.17777054
1526,0.07700258
1527,0.023352271
1528,0.03886998
1529,0.029937154
1530,0.010311735
1531,0.048625037
1532,0.14022413
1533,0.05609455
1534,0.01029826
1535,0.013168789
1536,0.37073994
1537,0.011859786
1538,0.005852848
1539,0.008801586
1540,0.28682342
1541,0.0066580954
1542,0.029687243
1543,0.027890606
1544,0.00904086
1545,0.0069443574
1546,0.09225542
1547,0.053828515
1548,0.07506199
1549,0.013620957
1550,0.011222644
1551,0.013253997
1552,0.08994601
1553,0.017083084
1554,0.5180647
1555,0.0134905195
1556,0.0046248776
1557,0.46842766
1558,0.085300036
1559,0.1444167
1560,0.016872078
1561,0.0069471337
1562,0.06053214
1563,0.008620771
1564,0.03349783
1565,0.01572095
1566,0.006522175
1567,0.005908262
1568,0.023632796
1569,0.2847381
1570,0.01184142
1571,0.025890926
1572,0.041019928
1573,0.007256915
1574,0.0140086515
1575,0.025206711
1576,0.0058973716
1577,0.013499387
1578,0.008910563
1579,0.0118759405
1580,0.00700991
1581,0.012397106
1582,0.007271767
1583,0.0069382833
1584,0.013438974
1585,0.1429375
1586,0.10510935
1587,0.22788443
1588,0.01043222
1589,0.0060435995
1590,0.03146293
1591,0.007924896
1592,0.0081831245
1593,0.22985105
1594,0.10157569
1595,0.012385703
1596,0.0074479776
1597,0.009831666
1598,0.027668245
1599,0.0058087525
1600,0.006252955
1601,0.0076023177
1602,0.048248034
1603,0.00985207
1604,0.012361416
1605,0.04231383
1606,0.035002246
1607,0.036064327
1608,0.01880528
1609,0.009922745
1610,0.025260152
1611,0.10017435
1612,0.020668387
1613,0.14924698
1614,0.009640993
1615,0.7103403
1616,0.60472834
1617,0.018173069
1618,0.065778606
1619,0.51904196
1620,0.50374913
1621,0.0407955
1622,0.5963467
1623,0.034353644
1624,0.006430731
1625,0.006791916
1626,0.013807963
1627,0.010975709
1628,0.013653663
1629,0.012565221
1630,0.008012369
1631,0.3528334
1632,0.15754212
1633,0.023014925
1634,0.0077254795
1635,0.04732972
1636,0.013117955
1637,0.010651827
1638,0.0064696446
1639,0.046370238
1640,0.008433229
1641,0.0061049475
1642,0.016347196
1643,0.018376797
1644,0.008419894
1645,0.007724683
